id,category,santali_ol_chiki,bengali,english,status,notes
927,Review candidate,,,Common vocabulary item 926,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
928,Review candidate,,,Common vocabulary item 927,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
929,Review candidate,,,Common vocabulary item 928,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
930,Review candidate,,,Common vocabulary item 929,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
931,Review candidate,,,Common vocabulary item 930,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
932,Review candidate,,,Common vocabulary item 931,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
933,Review candidate,,,Common vocabulary item 932,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
934,Review candidate,,,Common vocabulary item 933,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
935,Review candidate,,,Common vocabulary item 934,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
936,Review candidate,,,Common vocabulary item 935,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
937,Review candidate,,,Common vocabulary item 936,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
938,Review candidate,,,Common vocabulary item 937,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
939,Review candidate,,,Common vocabulary item 938,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
940,Review candidate,,,Common vocabulary item 939,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
941,Review candidate,,,Common vocabulary item 940,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
942,Review candidate,,,Common vocabulary item 941,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
943,Review candidate,,,Common vocabulary item 942,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
944,Review candidate,,,Common vocabulary item 943,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
945,Review candidate,,,Common vocabulary item 944,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
946,Review candidate,,,Common vocabulary item 945,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
947,Review candidate,,,Common vocabulary item 946,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
948,Review candidate,,,Common vocabulary item 947,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
949,Review candidate,,,Common vocabulary item 948,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
950,Review candidate,,,Common vocabulary item 949,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
951,Review candidate,,,Common vocabulary item 950,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
952,Review candidate,,,Common vocabulary item 951,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
953,Review candidate,,,Common vocabulary item 952,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
954,Review candidate,,,Common vocabulary item 953,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
955,Review candidate,,,Common vocabulary item 954,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
956,Review candidate,,,Common vocabulary item 955,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
957,Review candidate,,,Common vocabulary item 956,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
958,Review candidate,,,Common vocabulary item 957,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
959,Review candidate,,,Common vocabulary item 958,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
960,Review candidate,,,Common vocabulary item 959,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
961,Review candidate,,,Common vocabulary item 960,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
962,Review candidate,,,Common vocabulary item 961,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
963,Review candidate,,,Common vocabulary item 962,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
964,Review candidate,,,Common vocabulary item 963,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
965,Review candidate,,,Common vocabulary item 964,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
966,Review candidate,,,Common vocabulary item 965,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
967,Review candidate,,,Common vocabulary item 966,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
968,Review candidate,,,Common vocabulary item 967,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
969,Review candidate,,,Common vocabulary item 968,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
970,Review candidate,,,Common vocabulary item 969,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
971,Review candidate,,,Common vocabulary item 970,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
972,Review candidate,,,Common vocabulary item 971,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
973,Review candidate,,,Common vocabulary item 972,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
974,Review candidate,,,Common vocabulary item 973,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
975,Review candidate,,,Common vocabulary item 974,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
976,Review candidate,,,Common vocabulary item 975,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
977,Review candidate,,,Common vocabulary item 976,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
978,Review candidate,,,Common vocabulary item 977,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
979,Review candidate,,,Common vocabulary item 978,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
980,Review candidate,,,Common vocabulary item 979,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
981,Review candidate,,,Common vocabulary item 980,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
982,Review candidate,,,Common vocabulary item 981,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
983,Review candidate,,,Common vocabulary item 982,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
984,Review candidate,,,Common vocabulary item 983,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
985,Review candidate,,,Common vocabulary item 984,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
986,Review candidate,,,Common vocabulary item 985,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
987,Review candidate,,,Common vocabulary item 986,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
988,Review candidate,,,Common vocabulary item 987,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
989,Review candidate,,,Common vocabulary item 988,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
990,Review candidate,,,Common vocabulary item 989,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
991,Review candidate,,,Common vocabulary item 990,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
992,Review candidate,,,Common vocabulary item 991,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
993,Review candidate,,,Common vocabulary item 992,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
994,Review candidate,,,Common vocabulary item 993,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
995,Review candidate,,,Common vocabulary item 994,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
996,Review candidate,,,Common vocabulary item 995,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
997,Review candidate,,,Common vocabulary item 996,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
998,Review candidate,,,Common vocabulary item 997,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
999,Review candidate,,,Common vocabulary item 998,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
1000,Review candidate,,,Common vocabulary item 999,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
